"","player_name","new_club","price_pounds","new_league"
"500","Brandon Thomas Llamas","Rennes","2660000","Ligue 1"
"501","Kenny Tete","Lyon","3500000","Ligue 1"
"502","Cheikh Traoré","Guingamp"," ","Ligue 1"
"503","Ezequiel Ponce","Lille"," ","Ligue 1"
"504","Gaël Kakuta","Amiens"," ","Ligue 1"
"505","Alvaro Fernandez Llorente","Monaco"," ","Ligue 1"
"506","Ablie Jallow","Metz"," ","Ligue 1"
"507","Steve Mandanda","Marseille","1750000","Ligue 1"
"508","Kévin Bérigaud ","Montpellier"," ","Ligue 1"
"509","Alexander Djiku","Caen","1780000","Ligue 1"
"510","Benjamin Jeannot","Dijon"," ","Ligue 1"
"511","Dani Alves","Paris Saint-Germain"," ","Ligue 1"
"512","Adil Rami","Marseille","5300000","Ligue 1"
"513","Marcelo Guedes","Lyon","6604136","Ligue 1"
"514","Clément Chantôme","Strasbourg"," ","Ligue 1"
"515","Bingourou Kamara","Strasbourg"," ","Ligue 1"
"516","Thiago Mendes","Lille","7650000","Ligue 1"
"517","Clinton N'Jie","Marseille","6140000","Ligue 1"
"518","Sekou Baradji","Amiens"," ","Ligue 1"
"519","Vukasin Jovanovic","Bordeaux","2500000","Ligue 1"
"520","Pedro Mendes","Montpellier","2500000","Ligue 1"
"521","Giovanni Sio","Montpellier","4500000","Ligue 1"
"522","Christophe Jallet","Nice"," ","Ligue 1"
"523","Nolan Roux","Metz"," ","Ligue 1"
"524","Idriss Saadi","Strasbourg"," ","Ligue 1"
"525","Naim Sliti","Dijon"," ","Ligue 1"
"526","Thiago Maia","Lille","12515600","Ligue 1"
"527","Saîf-Eddine Khaoui","Troyes"," ","Ligue 1"
"528","Jonas Martin","Strasbourg","2227262","Ligue 1"
"529","Yannick Cahuzac","Toulouse"," ","Ligue 1"
"530","Ismaïla Sarr","Rennes","15124082","Ligue 1"
"531","Ciprian Tatarusanu","Nantes","2670000","Ligue 1"
"532","Nicolas Pallois","Nantes","1787850","Ligue 1"
"533","Frédéric Guilbert","Caen","1878825","Ligue 1"
"534","Facundo Piriz","Montpellier"," ","Ligue 1"
"535","Assane Dioussé","Saint-Etienne","4479735","Ligue 1"
"536","Adama Diakhaby","Monaco","9000000","Ligue 1"
"537","Cafú","Metz","2000000","Ligue 1"
"538","Neymar","Paris Saint-Germain","198000000","Ligue 1"
"539","Issa Cissokho","Amiens"," ","Ligue 1"
"540","Saliou Ciss","Angers"," ","Ligue 1"
"541","Puyo","Angers"," ","Ligue 1"
"542","Fodé Ballo-Touré","Lille"," ","Ligue 1"
"543","Edgar Ié","Lille","4508000","Ligue 1"
"544","Quentin Beunardeau","Metz"," ","Ligue 1"
"545","Gerónimo Poblete","Metz"," ","Ligue 1"
"546","Nuno da Costa","Strasbourg"," ","Ligue 1"
"547","Benjamin Corgnet","Strasbourg"," ","Ligue 1"
"548","Wesley Sneijder","Nice"," ","Ligue 1"
"549","Allan Saint-Maximin","Nice","9050000","Ligue 1"
"550","Hernani","Saint-Etienne"," ","Ligue 1"
"551","Jonathan Cafu","Bordeaux","6360000","Ligue 1"
"552","Otávio","Bordeaux","4500000","Ligue 1"
"553","Gabriel Silva","Saint-Etienne","2000000","Ligue 1"
"554","Jordan Amavi","Marseille"," ","Ligue 1"
"555","Moussa Konaté","Amiens"," ","Ligue 1"
"556","Andrei Girotto","Nantes","1000000","Ligue 1"
"557","Aït Bennasser","Caen"," ","Ligue 1"
"558","Max Gradel","Toulouse"," ","Ligue 1"
"559","Yassine El-Ghanassy","Nantes","1361775","Ligue 1"
"560","Jan Repas","Caen","1361530","Ligue 1"
"561","Martin Terrier","Strasbourg"," ","Ligue 1"
"562","Kalifa Coulibaly","Nantes","2750000","Ligue 1"
"563","Braima Fati","Saint-Etienne"," ","Ligue 1"
"564","Junior Sambia","Montpellier"," ","Ligue 1"
"565","Brian Fernández","Metz"," ","Ligue 1"
"566","Emmanuel Rivière","Metz","500000","Ligue 1"
"567","Dimitri Foulquier","Strasbourg"," ","Ligue 1"
"568","Rene Krhin","Nantes"," ","Ligue 1"
"569","Bakary Koné","Strasbourg"," ","Ligue 1"
"570","Tomas Koubek","Rennes","1851000","Ligue 1"
"571","Stefan Jovetic","Monaco","10000000","Ligue 1"
"572","Keita Baldé","Monaco"," ","Ligue 1"
"573","Philipp Wollscheid","Metz"," ","Ligue 1"
"574","Serge Gakpé","Amiens"," ","Ligue 1"
"575","Aymen Abdennour","Marseille"," ","Ligue 1"
"576","Hyun-Jun Suk","Troyes"," ","Ligue 1"
"577","Gianni Imbula","Toulouse"," ","Ligue 1"
"578","Lacina Traoré","Amiens"," ","Ligue 1"
"579","Denis Petric ","Guingamp"," ","Ligue 1"
"580","Danilo Avelar","Amiens"," ","Ligue 1"
"581","Matheus Pereira","Bordeaux"," ","Ligue 1"
"582","Papy Djilobodji","Dijon"," ","Ligue 1"
"583","Kylian Mbappé","Paris Saint-Germain"," ","Ligue 1"
"584","Rémy Cabella","Saint-Etienne"," ","Ligue 1"
"585","Nampalys Mendy","Nice"," ","Ligue 1"
"586","Tanguy Ndombélé","Lyon","10130000","Ligue 1"
"587","Wahbi Khazri","Rennes"," ","Ligue 1"
"588","Xeka","Dijon"," ","Ligue 1"
"589","Nathan","Amiens"," ","Ligue 1"
"590","Kostas Mitroglou","Marseille","13810000","Ligue 1"
"591","Thomas Touré","Angers","1530000","Ligue 1"
"592","Vinícius Júnior ","Real Madrid","39600000","La Liga"
"593","Diego López","Espanyol","0","La Liga"
"594","Enes Unal","Villarreal","12000000","La Liga"
"595","Cristian Tello","Barcelona"," ","La Liga"
"596","Guilherme","Deportivo La Coruña","3530000","La Liga"
"597","Rubén Duarte","Alavés","350000","La Liga"
"598","Héctor Hernández","Alavés"," ","La Liga"
"599","Gorka Iraizoz","Girona"," ","La Liga"
"600","Leo Baptistão","Espanyol","3100000","La Liga"
"601","Sergio León","Real Betis","3100000","La Liga"
"602","Yoel","Eibar","660000","La Liga"
"603","Iván Alejo","Eibar","265000","La Liga"
"604","Pablo Piatti","Espanyol","1300000","La Liga"
"605","Javi Varas","Granada"," ","La Liga"
"606","Antonio Puertas","Granada"," ","La Liga"
"607","Ximo Navarro","Las Palmas"," ","La Liga"
"608","Raúl García","Leganés"," ","La Liga"
"609","Dimitris Siovas","Leganés","2380000","La Liga"
"610","Tito","Leganés"," ","La Liga"
"611","Sergio García","Espanyol"," ","La Liga"
"612","Adrián González","Málaga"," ","La Liga"
"613","Luciano Vietto","Atlético Madrid"," ","La Liga"
"614","Andrés Fernández","Villarreal","1750000","La Liga"
"615","Rubén Semedo","Villarreal","12300000","La Liga"
"616","Carles Planas","Girona"," ","La Liga"
"617","Jesus Vallejo","Real Madrid"," ","La Liga"
"618","Fede Valverde","Deportivo La Coruña"," ","La Liga"
"619","Maxi Gómez","Celta Vigo","3520000","La Liga"
"620","Diego Llorente","Real Sociedad","6150000","La Liga"
"621","Ermedin Demirovic","Alavés"," ","La Liga"
"622","Antonio Luna","Levante"," ","La Liga"
"623","Marko Dmitrovic","Eibar","620000","La Liga"
"624","Éver Banega","Sevilla","8000000","La Liga"
"625","Marcos Llorente","Real Madrid"," ","La Liga"
"626","Víctor Camarasa","Levante"," ","La Liga"
"627","Adrián Ortolá","Barcelona"," ","La Liga"
"628","Deyverson","Levante"," ","La Liga"
"629","Theo Hernández","Atlético Madrid"," ","La Liga"
"630","Dani Pacheco","Getafe"," ","La Liga"
"631","Víctor Camarasa","Real Betis","6150000","La Liga"
"632","Enzo Zidane","Alavés"," ","La Liga"
"633","Gerard Deulofeu","Barcelona","10000000","La Liga"
"634","Cristian Tello","Real Betis","3509335","La Liga"
"635","Nemanja Maksimovic","Valencia"," ","La Liga"
"636","Jérémie Porsan-Clémenté","Montpellier"," ","La Liga"
"637","Paul Baysse","Málaga"," ","La Liga"
"638","Joseba Zaldua","Leganés"," ","La Liga"
"639","Charles Días de Oliveira","Eibar"," ","La Liga"
"640","Borja Bastón","Málaga"," ","La Liga"
"641","Jozabed","Celta Vigo","3000000","La Liga"
"642","Theo Hernández","Real Madrid","22800000","La Liga"
"643","Roberto Jiménez","Málaga"," ","La Liga"
"644","Alfonso Pedraza ","Alavés"," ","La Liga"
"645","Antonio Barragán","Real Betis"," ","La Liga"
"646","Rubén Sobrino","Alavés","1750000","La Liga"
"647","Pablo Hervías","Eibar"," ","La Liga"
"648","Francisco Portillo","Getafe","1300000","La Liga"
"649","Ángel Rodríguez","Getafe","530000","La Liga"
"650","Chuli","Getafe","615000","La Liga"
"651","Leandro Chichizola","Las Palmas"," ","La Liga"
"652","Jordi Amat","Real Betis"," ","La Liga"
"653","Andrés Guardado","Real Betis","1750000","La Liga"
"654","Esteban Granero","Espanyol"," ","La Liga"
"655","Neto","Valencia","6189253","La Liga"
"656","Bernardo Espinosa","Girona"," ","La Liga"
"657","Guillermo Maripán","Alavés"," ","La Liga"
"658","José Aurelio Suárez","Girona"," ","La Liga"
"659","Guido Pizarro","Sevilla","5300000","La Liga"
"660","Luis Muriel","Sevilla","17650000","La Liga"
"661","Vitinho","Barcelona"," ","La Liga"
"662","Vitolo","Atlético Madrid","31800000","La Liga"
"663","Vitolo","Las Palmas"," ","La Liga"
"664","Adnan Januzaj","Real Sociedad","9800000","La Liga"
"665","Hernán Toledo","Las Palmas"," ","La Liga"
"666","Jonathan Calleri","Las Palmas"," ","La Liga"
"667","Sébastien Corchia","Sevilla","4250000","La Liga"
"668","Nélson Semedo","Barcelona","26450000","La Liga"
"669","Dani Ceballos","Real Madrid","14500000","La Liga"
"670","Zakaria Bakkali","Deportivo La Coruña"," ","La Liga"
"671","Mario Hermoso","Espanyol","250000","La Liga"
"672","Joan Jordán","Eibar","85000","La Liga"
"673","Nolito","Sevilla","7883112","La Liga"
"674","Stanislav Lobotka","Celta Vigo","1000000","La Liga"
"675","Paulo Oliveira","Eibar","3500000","La Liga"
"676","Wakaso Mubarak","Alavés"," ","La Liga"
"677","Santos Borré","Atlético Madrid"," ","La Liga"
"678","Simone Zaza","Valencia","15800000","La Liga"
"679","Fabián Orellana","Valencia","2640000","La Liga"
"680","Munir El Haddadi","Barcelona"," ","La Liga"
"681","Guilherme Siqueira","Atlético Madrid"," ","La Liga"
"682","Matías Kranevitter","Atlético Madrid"," ","La Liga"
"683","José Angel","Eibar"," ","La Liga"
"684","Markel Bergara","Getafe"," ","La Liga"
"685","Juankar","Málaga"," ","La Liga"
"686","Cenk Gonen","Málaga","900000","La Liga"
"687","Faycal Fajr","Getafe","1240000","La Liga"
"688","Vitorino Antunes","Getafe"," ","La Liga"
"689","FIlip Manojlovic","Getafe","1000000","La Liga"
"690","Cristhian Stuani","Girona","1500000","La Liga"
"691","Fabian Schär","Deportivo La Coruña","3589411","La Liga"
"692","Zdravko Kuzmanovic","Málaga"," ","La Liga"
"693","Pablo Fornals","Villarreal","10718137","La Liga"
"694","Ivan Cuellar","Leganés"," ","La Liga"
"695","Javier Eraso","Leganés"," ","La Liga"
"696","Djené","Getafe","893350","La Liga"
"697","Zouhair Feddal","Real Betis"," ","La Liga"
"698","Antonio Sivera","Alavés","1783355","La Liga"
"699","Emiliano Velázquez","Getafe"," ","La Liga"
"700","Emanuel Cecchini","Málaga","4448260","La Liga"
"701","Alberto Tendillo","Levante"," ","La Liga"
"702","Farid Boulaya","Girona"," ","La Liga"
"703","Alberto de la Bella","Real Sociedad"," ","La Liga"
"704","Douglas Luiz","Girona"," ","La Liga"
"705","Jesus Navas","Sevilla"," ","La Liga"
"706","Marlos Moreno","Girona"," ","La Liga"
"707","Aleix García","Girona"," ","La Liga"
"708","Pablo Maffeo","Girona"," ","La Liga"
"709","Simon Kjaer","Sevilla","11600000","La Liga"
"710","Emiliano Martínez ","Getafe"," ","La Liga"
"711","Rodrigo Ely","Alavés","2697450","La Liga"
"712","Rober Pier","Levante"," ","La Liga"
"713","Diego González","Málaga","1700000","La Liga"
"714","Borja Mayoral","Real Madrid"," ","La Liga"
"715","Ben Whitfield","Port Vale"," ","La Liga"
"716","Cheick Doukouré","Levante","1442560","La Liga"
"717","Burgui","Alavés","2500000","La Liga"
"718","Alex Alegria","Levante"," ","La Liga"
"719","Gerard Valentín","Deportivo La Coruña"," ","La Liga"
"720","Mauro dos Santos","Leganés"," ","La Liga"
"721","Àlvaro Jiménez","Getafe","850000","La Liga"
"722","Gaku Shibasaki","Getafe"," ","La Liga"
"723","Gerard Gumbau","Leganés"," ","La Liga"
"724","Nereo Champagne","Leganés"," ","La Liga"
"725","Ruben Pérez","Leganés"," ","La Liga"
"726","Enis Bardhi","Levante","1300000","La Liga"
"727","Rachid Ghezzal","Monaco"," ","La Liga"
"728","Kévin Soni","Girona"," ","La Liga"
"729","Tomás Pina","Alavés"," ","La Liga"
"730","Ivi","Levante","1358000","La Liga"
"731","Ezequiel Muñoz","Leganés","2000000","La Liga"
"732","Ryad Boudebouz","Real Betis","6300000","La Liga"
"733","Naldo","Espanyol","1810000","La Liga"
"734","Amath Ndiaye","Getafe"," ","La Liga"
"735","Adrián López","Deportivo La Coruña"," ","La Liga"
"736","Marc Muniesa","Girona"," ","La Liga"
"737","Paulinho","Barcelona","36400000","La Liga"
"738","Javi García","Real Betis","1300000","La Liga"
"739","Sasa Lukic","Levante"," ","La Liga"
"740","Emmanuel Boateng","Levante","1800000","La Liga"
"741","Carlos Bacca","Villarreal"," ","La Liga"
"742","Larry Kayode","Girona"," ","La Liga"
"743","Rubén Yáñez","Getafe"," ","La Liga"
"744","Rubén Yáñez","Cádiz"," ","La Liga"
"745","Gabriel","Valencia","10000000","La Liga"
"746","Johan Mojica","Girona"," ","La Liga"
"747","Jeison Murillo","Valencia"," ","La Liga"
"748","Geoffrey Kondogbia","Valencia","24600000","La Liga"
"749","Mohamed Cholay","Espanyol"," ","La Liga"
"750","Alberto Aquilani","Las Palmas"," ","La Liga"
"751","Ousmane Dembélé","Barcelona","96670000","La Liga"
"752","Nando","Alavés"," ","La Liga"
"753","Diego Rolán","Málaga"," ","La Liga"
"754","Sergi Samper","Las Palmas"," ","La Liga"
"755","Samu García","Levante"," ","La Liga"
"756","Pape Cheikh Diop","Lyon","9400000","La Liga"
"757","Mitchell Langerak","Levante","720000","La Liga"
"758","Emre Mor","Celta Vigo","11700000","La Liga"
"759","Lucas Pérez","Deportivo La Coruña"," ","La Liga"
"760","Lionel Carole","Sevilla"," ","La Liga"
"761","Bojan Krkic","Alavés"," ","La Liga"
"762","Sergi Darder","Espanyol"," ","La Liga"
"763","Joel Campbell","Real Betis"," ","La Liga"
"764","Nordin Amrabat","Leganés"," ","La Liga"
"765","Andreas Pereira","Valencia"," ","La Liga"
"766","Johannes Geis","Sevilla","1650000","La Liga"
"767","Gonçalo Guedes","Valencia"," ","La Liga"
"768","Nano","Levante"," ","La Liga"
"769","Costel Pantilimon","Deportivo La Coruña"," ","La Liga"
"770","Sergio Sánchez","Espanyol"," ","La Liga"
"771","José Naranjo","Leganés"," ","La Liga"
"772","Munir El Haddadi","Alavés"," ","La Liga"
"773","Loïc Rémy","Las Palmas"," ","La Liga"
"774","David Timor","Girona"," ","La Liga"
"775","Jefferson Montero","Getafe"," ","La Liga"
"776","Michael Olunga","Girona"," ","La Liga"
"777","Erick Cabaco","Levante"," ","La Liga"
"778","Oussama Tannane","Las Palmas"," ","La Liga"
"779","Álvaro Medrán","Alavés"," ","La Liga"
"780","Matthias Ostrzolek","Hannover 96","0","Bundesliga"
"781","Serge Gnabry","Bayern Munich","7000000","Bundesliga"
"782","Corentin Tolisso","Bayern Munich","36380000","Bundesliga"
"783","Niklas Süle","Bayern Munich","19290000","Bundesliga"
"784","Sebastian Rudy","Bayern Munich"," ","Bundesliga"
"785","Kingsley Coman","Bayern Munich","18410000","Bundesliga"
"786","Holger Badstuber","Bayern Munich"," ","Bundesliga"
"787","Bruma","RB Leipzig","10960000","Bundesliga"
"788","Ibrahima Konaté","RB Leipzig"," ","Bundesliga"
"789","Yvon Mvogo","RB Leipzig","4380000","Bundesliga"
"790","Nils Quaschner","RB Leipzig"," ","Bundesliga"
"791","Atinc Nukan","RB Leipzig"," ","Bundesliga"
"792","Massimo Bruno","RB Leipzig"," ","Bundesliga"
"793","Anthony Jung","RB Leipzig"," ","Bundesliga"
"794","Rani Khedira","Augsburg","0","Bundesliga"
"795","Davie Selke","Hertha Berlin","7000000","Bundesliga"
"796","Maximilian Philipp","Borussia Dortmund","17530000","Bundesliga"
"797","Dan-Axel Zagadou","Borussia Dortmund"," ","Bundesliga"
"798","Omer Toprak","Borussia Dortmund","10520000","Bundesliga"
"799","Mahmoud Dahoud","Borussia Dortmund","10520000","Bundesliga"
"800","Neven Subotic","Borussia Dortmund"," ","Bundesliga"
"801","Adrian Ramos","Borussia Dortmund"," ","Bundesliga"
"802","Pascal Stenzel","Freiburg","3500000","Bundesliga"
"803","Justin Hoogma","Hoffenheim","1750000","Bundesliga"
"804","Florian Grillitsch","Hoffenheim","0","Bundesliga"
"805","Havard Nordtveit","Hoffenheim","1760000","Bundesliga"
"806","Kevin Akpoguma","Hoffenheim"," ","Bundesliga"
"807","Baris Atik","Hoffenheim"," ","Bundesliga"
"808","Park In-hyeok ","Hoffenheim"," ","Bundesliga"
"809","Antonio Colak","Hoffenheim"," ","Bundesliga"
"810","Pirmin Schwegler","Hannover 96"," ","Bundesliga"
"811","Jannes Horn","FC Cologne","6170000","Bundesliga"
"812","Karim Rekik","Hertha Berlin","1940000","Bundesliga"
"813","Matthew Leckie","Hertha Berlin","2640000","Bundesliga"
"814","Marius Gersbeck","Hertha Berlin"," ","Bundesliga"
"815","John Brooks","Wolfsburg","17630000","Bundesliga"
"816","Florian Niederlechner","Freiburg","2030000","Bundesliga"
"817","Florian Kath","Freiburg"," ","Bundesliga"
"818","Jonas Meffert","Freiburg"," ","Bundesliga"
"819","Tim Kleindienst","Freiburg"," ","Bundesliga"
"820","Caleb Stanko","Freiburg"," ","Bundesliga"
"821","Sebastian Kerk","Freiburg"," ","Bundesliga"
"822","Vincenzo Grifo","Borussia Mönchengladbach","5290000","Bundesliga"
"823","Fabian Menig","Freiburg"," ","Bundesliga"
"824","Ludwig Augustinsson","Werder Bremen","4000000","Bundesliga"
"825","Jerome Gondorf","Werder Bremen","1060000","Bundesliga"
"826","Nabil Bentaleb","Schalke 04","16750000","Bundesliga"
"827","Yevhen Konoplyanka","Schalke 04","11000000","Bundesliga"
"828","Fabian Giefer","Augsburg","660000","Bundesliga"
"829","Jan Zimmermann","Eintracht Frankfurt"," ","Bundesliga"
"830","Marius Wolf","Eintracht Frankfurt"," ","Bundesliga"
"831","Carlos Salcedo","Eintracht Frankfurt"," ","Bundesliga"
"832","Sebastien Haller","Eintracht Frankfurt","7050000","Bundesliga"
"833","Danny da Costa","Eintracht Frankfurt","880000","Bundesliga"
"834","Gelson Fernandes","Eintracht Frankfurt","880000","Bundesliga"
"835","Dominik Kohr","Bayer Leverkusen","1760000","Bundesliga"
"836","Landry Dimata","Wolfsburg","8800000","Bundesliga"
"837","William","Wolfsburg","4400000","Bundesliga"
"838","Marvin Stefaniak","Wolfsburg","1320000","Bundesliga"
"839","Orel Mangala","Stuttgart","1580000","Bundesliga"
"840","Benjamin Hadzic","Stuttgart"," ","Bundesliga"
"841","Michael Esser","Hannover 96","1538000","Bundesliga"
"842","Yousef Emghames","Hannover 96"," ","Bundesliga"
"843","Tom Baller","Hannover 96"," ","Bundesliga"
"844","Julian Korb","Hannover 96","2500000","Bundesliga"
"845","Reece Oxford","Borussia Mönchengladbach"," ","Bundesliga"
"846","Gianluca Gaudino","Bayern Munich"," ","Bundesliga"
"847","René Adler","Mainz 05"," ","Bundesliga"
"848","Takuma Asano","Stuttgart"," ","Bundesliga"
"849","Mickaël Cuisance","Borussia Mönchengladbach"," ","Bundesliga"
"850","Denis Zakaria","Borussia Mönchengladbach","8800000","Bundesliga"
"851","Philipp Köhn","RB Leipzig"," ","Bundesliga"
"852","Julian Pollersbeck ","Hamburg","3100000","Bundesliga"
"853","Kenan Kodro","Mainz 05","1539750","Bundesliga"
"854","Luka Jovic","Eintracht Frankfurt"," ","Bundesliga"
"855","Alexandru Maxim","Mainz 05","2550000","Bundesliga"
"856","Jhon Cordoba","FC Cologne","14200000","Bundesliga"
"857","Bjarne Thoelke","Hamburg"," ","Bundesliga"
"858","Viktor Fischer","Mainz 05"," ","Bundesliga"
"859","Marcel Heller","Augsburg"," ","Bundesliga"
"860","Kyriakos Papadopoulos","Hamburg","5750000","Bundesliga"
"861","Daichi Kamada","Eintracht Frankfurt","2200000","Bundesliga"
"862","André Hahn","Hamburg","5300000","Bundesliga"
"863","Robert Zulj","Hoffenheim"," ","Bundesliga"
"864","Pablo Insua","Schalke 04","3100000","Bundesliga"
"865","Felix Uduokhai","Wolfsburg","880000","Bundesliga"
"866","Konrad Laimer","RB Leipzig","6000000","Bundesliga"
"867","Jiri Pavlenka","Werder Bremen","2500000","Bundesliga"
"868","Anastasios Donis","Stuttgart","2550000","Bundesliga"
"869","Mevlut Erding","Hannover 96"," ","Bundesliga"
"870","Yuning Zhang","Werder Bremen"," ","Bundesliga"
"871","Matthias Ginter","Borussia Mönchengladbach","14900000","Bundesliga"
"872","Michael Gregoritsch","Augsburg","4400000","Bundesliga"
"873","Sergio Córdova","Augsburg","880000","Bundesliga"
"874","Philipp Leinhart","Freiburg"," ","Bundesliga"
"875","Jonathan de Guzmán","Eintracht Frankfurt","1750000","Bundesliga"
"876","Jean-Kévin Augustin","RB Leipzig","11400000","Bundesliga"
"877","Ignacio Camacho","Wolfsburg","8800000","Bundesliga"
"878","Kaylen Hinds","Wolfsburg","2000000","Bundesliga"
"879","Nico Schulz","Hoffenheim","3100000","Bundesliga"
"880","Chadrac Akolo","Stuttgart"," ","Bundesliga"
"881","Dzenis Burnic","Stuttgart"," ","Bundesliga"
"882","Amine Harit","Schalke 04","8860000","Bundesliga"
"883","Jonathan Klinsmann","Hertha Berlin"," ","Bundesliga"
"884","Ron-Robert Zieler","Stuttgart","2500000","Bundesliga"
"885","Sven Bender","Bayer Leverkusen","13230000","Bundesliga"
"886","Serge Gnabry","Hoffenheim"," ","Bundesliga"
"887","Abdou Diallo","Mainz 05","3500000","Bundesliga"
"888","Bartosz Kapustka","Freiburg"," ","Bundesliga"
"889","Bastian Oczipka","Schalke 04","3900000","Bundesliga"
"890","João Queirós","FC Cologne","2650000","Bundesliga"
"891","Ailton Ferreira Silva","Stuttgart","900000","Bundesliga"
"892","Jorge Meré","FC Cologne","7600000","Bundesliga"
"893","Jetro Willems","Eintracht Frankfurt","4500000","Bundesliga"
"894","Tim Handwerker","FC Cologne"," ","Bundesliga"
"895","Valentino Lazaro","Hertha Berlin"," ","Bundesliga"
"896","Michael Langer","Schalke 04"," ","Bundesliga"
"897","Rick van Drongelen","Hamburg","2550000","Bundesliga"
"898","Holger Badstuber","Stuttgart"," ","Bundesliga"
"899","André Ramalho","Bayer Leverkusen"," ","Bundesliga"
"900","Paul Verhaegh","Wolfsburg","1360000","Bundesliga"
"901","Jérémy Clément","Nancy"," ","Bundesliga"
"902","Marco Terrazzino","Freiburg","2250000","Bundesliga"
"903","Simon Falette","Eintracht Frankfurt","2750000","Bundesliga"
"904","Raúl Bobadilla","Borussia Mönchengladbach","2000000","Bundesliga"
"905","Santiago Ascacibar","Stuttgart","7800000","Bundesliga"
"906","Marcel Tisserand","Wolfsburg"," ","Bundesliga"
"907","Jonathas","Hannover 96","7330000","Bundesliga"
"908","Robin Koch","Freiburg","3670000","Bundesliga"
"909","Yoric Ravet","Freiburg","4160000","Bundesliga"
"910","Andriy Yarmolenko","Borussia Dortmund","23100000","Bundesliga"
"911","Felix Passlack","Hoffenheim"," ","Bundesliga"
"912","Jeremy Toljan","Borussia Dortmund","4500000","Bundesliga"
"913","Panagiotis Restos","Bayer Leverkusen","16600000","Bundesliga"
"914","Kevin Kampl","RB Leipzig","18450000","Bundesliga"
"915","Kilian Jakob","Augsburg"," ","Bundesliga"
"916","Alexander Meyer","Stuttgart"," ","Bundesliga"
"917","Ante Rebic","Eintracht Frankfurt"," ","Bundesliga"
"918","Divock Origi","Wolfsburg"," ","Bundesliga"
"919","Jadon Sancho","Borussia Dortmund","8000000","Bundesliga"
"920","Ishak Belfodil","Werder Bremen"," ","Bundesliga"
"921","Andreas Beck","Stuttgart","1840000","Bundesliga"
"922","Ryan Kent","Freiburg"," ","Bundesliga"
